city,pass_id,variant,n_cells,n_blocks,contributing_blocks,within_block_Sxx,within_block_variance,residualized_canopy_Sxx,maximum_block_information_share,top_five_block_information_share,effective_information_blocks,maximum_raw_block_information_share,design_rank,residual_degrees_of_freedom,removed_context_terms,bootstrap_requested,bootstrap_estimable,bootstrap_failed,resampling_groups,seed,maximum_slope_design_leverage,LST_K_SE_per_10pp,LST_K_bootstrap_width_95_per_10pp,LST_K_cluster_sandwich_SE_per_10pp,M_W_m2_SE_per_10pp,M_W_m2_bootstrap_width_95_per_10pp,M_W_m2_cluster_sandwich_SE_per_10pp,source_run_id
phoenix,phoenix:28192,registration_dx0_dy1,549456,3238,3228,421.2048751660841,0.0007665852682764118,364.0468100413815,0.0014923346033866383,0.006381738534289212,2222.5680570209543,0.0015099918720223953,7,546211,[],1000,1000,0,3238,20260921,0.07914244094514271,0.03190800204521823,0.12540853901479976,0.03202802765508627,0.24534692466091693,0.9603012127511992,0.25003206942719464,pooled_extension_20260921_phoenix
phoenix,phoenix:28192,registration_fixed_support_dx0_dy1,514983,3216,3205,377.25882066968273,0.0007325655811350719,325.7907277144915,0.0015540880932198476,0.00628939868515691,2236.8167506307277,0.001490788274366632,7,511760,[],1000,1000,0,3216,20260921,0.07954697870757924,0.0319380829265305,0.1239662509744146,0.032393807368068454,0.25036525861630443,0.958434954903268,0.2523614219468751,pooled_extension_20260921_phoenix
phoenix,phoenix:28970,registration_fixed_support_dx0_dy0,417544,2967,2937,292.31917496059,0.0007000919063873268,254.44663354213876,0.0019253612761149913,0.007867177281132412,1863.9139915494438,0.001829066101672772,7,414570,[],1000,1000,0,2967,20260921,0.08202302940476645,0.05987960188973144,0.23390122337861707,0.05846055722969915,0.49836147081583076,1.9578741041974173,0.4863831009018078,pooled_extension_20260921_phoenix
phoenix,phoenix:28970,registration_dx-1_dy0,445477,2991,2963,330.074256565876,0.0007409456752332353,287.276063579764,0.0018039628666138758,0.008101605977660834,1864.16103937795,0.001953048262004414,7,442479,[],1000,1000,0,2991,20260921,0.08297264953846457,0.05582552359626551,0.2095240391770289,0.05631773726521225,0.46159897640244674,1.7633312792904858,0.4681895554449483,pooled_extension_20260921_phoenix
phoenix,phoenix:28970,registration_fixed_support_dx-1_dy0,417544,2967,2936,296.4842071430894,0.0007100669801100947,257.8670172680987,0.0018443545354463208,0.008123418644088594,1869.6842572845005,0.0019215146752774048,7,414570,[],1000,1000,0,2967,20260921,0.0841165895922406,0.05874583734173634,0.2310310252733765,0.05788114899550159,0.4912832850467572,1.9529617419703822,0.4811128213067485,pooled_extension_20260921_phoenix
phoenix,phoenix:28970,registration_dx1_dy0,445804,2995,2965,330.1299610573391,0.0007405271398581867,287.2722433525955,0.0017202028569685151,0.007595274339118448,1869.2172255476914,0.0019052723678072,7,442802,[],1000,1000,0,2995,20260921,0.0805914775099633,0.05505451063515597,0.21369057637941413,0.05655304220298013,0.4521437167807575,1.741915567784087,0.4660600254907372,pooled_extension_20260921_phoenix
phoenix,phoenix:28970,registration_fixed_support_dx1_dy0,417544,2967,2937,296.7931672163968,0.0007108069262554288,258.1855409099794,0.0018417473167341436,0.007401842073675294,1873.8566751956394,0.0018600421541362835,7,414570,[],1000,1000,0,2967,20260921,0.08157151020191476,0.058623241233986864,0.23181834825558734,0.057762674413905396,0.4820372536240274,1.9017944205916404,0.47687958990213464,pooled_extension_20260921_phoenix
phoenix,phoenix:28970,registration_dx0_dy-1,445413,2989,2959,329.9486137482406,0.000740770057785113,286.7315672958231,0.001724044283006449,0.00782725186818176,1870.2181115568496,0.0019308990642284824,7,442417,[],1000,1000,0,2989,20260921,0.0811010387656258,0.05827966224783679,0.2245699940068442,0.057459600038245844,0.47806067085770626,1.861073325770434,0.4698135826930301,pooled_extension_20260921_phoenix
phoenix,phoenix:28970,registration_fixed_support_dx0_dy-1,417544,2967,2937,296.0298571973849,0.0007089788314462305,257.40775480025565,0.0016674776896840454,0.00769209039311025,1875.7021597650155,0.001769970569998763,7,414570,[],1000,1000,0,2967,20260921,0.08342177998880039,0.0602706233743975,0.24362773874670163,0.05905192450620808,0.49395037636382744,1.9458508334632487,0.48346588432944293,pooled_extension_20260921_phoenix
phoenix,phoenix:28970,registration_dx0_dy1,445597,2990,2964,330.56859403512027,0.0007418555197524227,288.1524185117539,0.001887963960355037,0.008063590788084173,1865.6621042790478,0.001924005938354274,7,442600,[],1000,1000,0,2990,20260921,0.08310205983025867,0.05541231501658348,0.21997418192223872,0.05527272589925389,0.4640581254520148,1.8332531431272763,0.46116590931639534,pooled_extension_20260921_phoenix
